Date,Open,High,Low,Close,Adj Close,Volume
2023-07-31,1.102426,1.104545,1.100619,1.102426,1.102426,0
2023-08-01,1.099759,1.100231,1.095446,1.099759,1.099759,0
2023-08-02,1.100788,1.100703,1.091977,1.100788,1.100788,0
2023-08-03,1.094415,1.095398,1.091358,1.094415,1.094415,0
2023-08-04,1.095158,1.104094,1.093625,1.095158,1.095158,0
2023-08-07,1.100267,1.101200,1.096611,1.100267,1.100267,0
2023-08-08,1.100316,1.100982,1.093099,1.100316,1.100316,0
2023-08-09,1.095890,1.099433,1.095590,1.095890,1.095890,0
2023-08-10,1.097767,1.105840,1.096804,1.097767,1.097767,0
2023-08-11,1.098165,1.100437,1.095182,1.098165,1.098165,0
2023-08-14,1.094439,1.096035,1.087749,1.094439,1.094439,0
2023-08-15,1.090988,1.094966,1.090085,1.090988,1.090988,0
2023-08-16,1.090417,1.093470,1.089776,1.090417,1.090417,0
2023-08-17,1.087488,1.091727,1.086236,1.087488,1.087488,0
2023-08-18,1.087465,1.089562,1.084646,1.087465,1.087465,0
2023-08-21,1.087559,1.091358,1.087063,1.087559,1.087559,0
2023-08-22,1.089835,1.093200,1.083400,1.089835,1.089835,0
2023-08-23,1.084669,1.087051,1.080299,1.084669,1.084669,0
2023-08-24,1.086579,1.087690,1.081549,1.086579,1.086579,0
2023-08-25,1.079914,1.083976,1.076670,1.079914,1.079914,0
2023-08-28,1.079739,1.082134,1.079937,1.079739,1.079739,0
2023-08-29,1.082556,1.085670,1.078353,1.082556,1.082556,0
2023-08-30,1.086921,1.094547,1.085611,1.086921,1.086921,0
2023-08-31,1.093255,1.093972,1.083717,1.093255,1.093255,0
2023-09-01,1.084410,1.088080,1.078586,1.084410,1.084410,0
2023-09-04,1.077586,1.080906,1.077400,1.077586,1.077586,0
2023-09-05,1.079447,1.079914,1.070755,1.079447,1.079447,0
2023-09-06,1.072616,1.074818,1.070515,1.072616,1.072616,0
2023-09-07,1.072420,1.073422,1.068764,1.072420,1.072420,0
2023-09-08,1.069782,1.074206,1.069507,1.069782,1.069782,0
2023-09-11,1.071811,1.075685,1.071146,1.071811,1.071811,0
2023-09-12,1.075038,1.076264,1.070618,1.075038,1.075038,0
2023-09-13,1.075327,1.076542,1.071742,1.075327,1.075327,0
2023-09-14,1.073422,1.075500,1.065507,1.073422,1.073422,0
2023-09-15,1.063717,1.068764,1.063468,1.063717,1.063717,0
2023-09-18,1.066826,1.069816,1.065632,1.066826,1.066826,0
2023-09-19,1.069267,1.071926,1.067635,1.069267,1.069267,0
2023-09-20,1.068205,1.072697,1.067578,1.068205,1.068205,0
2023-09-21,1.065303,1.067361,1.061909,1.065303,1.065303,0
2023-09-22,1.066155,1.067156,1.061526,1.066155,1.066155,0
2023-09-25,1.064849,1.065542,1.057731,1.064849,1.064849,0
2023-09-26,1.059165,1.060895,1.056814,1.059165,1.059165,0
2023-09-27,1.056948,1.057373,1.050906,1.056948,1.056948,0
2023-09-28,1.050531,1.057865,1.049186,1.050531,1.050531,0
2023-09-29,1.056245,1.061797,1.055855,1.056245,1.056245,0
2023-10-02,1.056524,1.059098,1.049274,1.056524,1.056524,0
2023-10-03,1.048075,1.049428,1.044987,1.048075,1.048075,0
2023-10-04,1.047230,1.053241,1.045369,1.047230,1.047230,0
2023-10-05,1.050707,1.053685,1.050089,1.050707,1.050707,0
2023-10-06,1.054663,1.059816,1.048394,1.054663,1.054663,0
2023-10-09,1.056747,1.057641,1.052144,1.056747,1.056747,0
2023-10-10,1.057888,1.061954,1.055598,1.057888,1.057888,0
2023-10-11,1.060479,1.063355,1.059277,1.060479,1.060479,0
2023-10-12,1.062428,1.063909,1.054596,1.062428,1.062428,0
2023-10-13,1.053674,1.055855,1.049615,1.053674,1.053674,0
2023-10-16,1.052155,1.055465,1.051635,1.052155,1.052155,0
2023-10-17,1.055431,1.059500,1.053341,1.055431,1.055431,0
2023-10-18,1.057306,1.059547,1.052709,1.057306,1.057306,0
2023-10-19,1.053852,1.058537,1.052886,1.053852,1.053852,0
2023-10-20,1.058649,1.060108,1.056580,1.058649,1.058649,0
2023-10-23,1.058997,1.064736,1.057183,1.058997,1.058997,0
2023-10-24,1.066985,1.069050,1.058425,1.066985,1.066985,0
2023-10-25,1.059535,1.060670,1.056680,1.059535,1.059535,0
2023-10-26,1.056725,1.056971,1.052632,1.056725,1.056725,0
2023-10-27,1.056446,1.059771,1.053630,1.056446,1.056446,0
2023-10-30,1.056245,1.062600,1.054841,1.056245,1.056245,0
2023-10-31,1.061504,1.066906,1.056759,1.061504,1.061504,0
2023-11-01,1.057910,1.058078,1.052288,1.057910,1.057910,0
2023-11-02,1.058705,1.067008,1.058425,1.058705,1.058705,0
2023-11-03,1.061909,1.073700,1.061549,1.061909,1.061909,0
2023-11-06,1.073215,1.075700,1.072340,1.073215,1.073215,0
2023-11-07,1.072156,1.072156,1.066473,1.072156,1.072156,0
2023-11-08,1.069610,1.071605,1.066064,1.069610,1.069610,0
2023-11-09,1.071042,1.072800,1.068148,1.071042,1.071042,0
2023-11-10,1.066758,1.069256,1.065769,1.066758,1.066758,0
2023-11-13,1.069016,1.070549,1.066553,1.069016,1.069016,0
2023-11-14,1.070183,1.086720,1.069359,1.070183,1.070183,0
2023-11-15,1.087831,1.088732,1.083295,1.087831,1.087831,0
2023-11-16,1.085458,1.089396,1.083095,1.085458,1.085458,0
2023-11-17,1.085376,1.089230,1.082520,1.085376,1.085376,0
2023-11-20,1.090703,1.094511,1.089800,1.090703,1.090703,0
2023-11-21,1.094595,1.096732,1.092299,1.094595,1.094595,0
2023-11-22,1.091822,1.092252,1.085458,1.091822,1.091822,0
2023-11-23,1.089087,1.092705,1.088803,1.089087,1.089087,0
2023-11-24,1.090631,1.094415,1.089562,1.090631,1.090631,0
2023-11-27,1.094044,1.095926,1.092586,1.094044,1.094044,0
2023-11-28,1.095842,1.100715,1.093506,1.095842,1.095842,0
2023-11-29,1.100594,1.101686,1.096119,1.100594,1.100594,0
2023-11-30,1.097370,1.098539,1.089491,1.097370,1.097370,0
2023-12-01,1.089206,1.091346,1.083154,1.089206,1.089206,0
2023-12-04,1.088815,1.088732,1.080567,1.088815,1.088815,0
2023-12-05,1.083776,1.084834,1.078260,1.083776,1.083776,0
2023-12-06,1.079366,1.080369,1.077319,1.079366,1.079366,0
2023-12-07,1.076670,1.079680,1.075766,1.076670,1.076670,0
2023-12-08,1.079214,1.080054,1.073146,1.079214,1.079214,0
2023-12-11,1.076577,1.077935,1.074322,1.076577,1.076577,0
2023-12-12,1.076658,1.082204,1.076183,1.076658,1.076658,0
2023-12-13,1.079867,1.080824,1.077400,1.079867,1.079867,0
2023-12-14,1.088613,1.100413,1.088021,1.088613,1.088613,0
2023-12-15,1.099360,1.100594,1.090227,1.099360,1.099360,0
2023-12-18,1.089526,1.093004,1.089455,1.089526,1.089526,0
2023-12-19,1.092383,1.098800,1.091608,1.092383,1.092383,0
2023-12-20,1.098105,1.097972,1.093565,1.098105,1.098105,0
2023-12-21,1.094571,1.099977,1.093625,1.094571,1.094571,0
2023-12-22,1.100619,1.104057,1.099421,1.100619,1.100619,0
2023-12-25,1.102657,1.104240,1.099989,1.102657,1.102657,0
2023-12-26,1.102026,1.103997,1.100958,1.102026,1.102026,0
2023-12-27,1.104301,1.112248,1.102925,1.104301,1.104301,0
2023-12-28,1.110864,1.113945,1.107101,1.110864,1.110864,0
2023-12-29,1.106819,1.108647,1.104326,1.106819,1.106819,0
2024-01-01,1.105583,1.105339,1.103997,1.105583,1.105583,0
2024-01-02,1.103875,1.104606,1.094200,1.103875,1.103875,0
2024-01-03,1.094176,1.096700,1.089871,1.094176,1.094176,0
2024-01-04,1.092777,1.097021,1.091703,1.092777,1.092777,0
2024-01-05,1.094739,1.099638,1.087985,1.094739,1.094739,0
2024-01-08,1.094224,1.097815,1.092454,1.094224,1.094224,0
2024-01-09,1.095170,1.096732,1.091262,1.095170,1.095170,0
2024-01-10,1.093243,1.096972,1.092335,1.093243,1.093243,0
2024-01-11,1.097514,1.099143,1.093147,1.097514,1.097514,0
2024-01-12,1.098165,1.098660,1.093709,1.098165,1.098165,0
2024-01-15,1.094571,1.095890,1.093410,1.094571,1.094571,0
2024-01-16,1.094571,1.094667,1.086708,1.094571,1.094571,0
2024-01-17,1.087879,1.088495,1.084540,1.087879,1.087879,0
2024-01-18,1.088578,1.090750,1.084869,1.088578,1.088578,0
2024-01-19,1.087914,1.089265,1.086827,1.087914,1.087914,0
2024-01-22,1.089230,1.090988,1.088033,1.089230,1.089230,0
2024-01-23,1.088021,1.091822,1.082427,1.088021,1.088021,0
2024-01-24,1.085788,1.093147,1.085187,1.085788,1.085788,0
2024-01-25,1.088175,1.090037,1.082614,1.088175,1.088175,0
2024-01-26,1.084705,1.088329,1.081338,1.084705,1.084705,0
2024-01-29,1.084352,1.084975,1.079715,1.084352,1.084352,0
2024-01-30,1.083447,1.085564,1.081268,1.083447,1.083447,0
2024-01-31,1.084340,1.088566,1.080766,1.084340,1.084340,0
2024-02-01,1.080392,1.086555,1.078028,1.080392,1.080392,0
2024-02-02,1.087465,1.089800,1.078307,1.087465,1.087465,0
2024-02-05,1.078004,1.078749,1.072466,1.078004,1.078004,0
2024-02-06,1.074183,1.076310,1.072455,1.074183,1.074183,0
2024-02-07,1.075720,1.078435,1.075639,1.075720,1.075720,0
2024-02-08,1.077575,1.078981,1.074310,1.077575,1.077575,0
2024-02-09,1.077726,1.079447,1.076391,1.077726,1.077726,0
2024-02-12,1.079820,1.080544,1.075766,1.079820,1.079820,0
2024-02-13,1.077226,1.079564,1.070205,1.077226,1.077226,0
2024-02-14,1.070893,1.073445,1.069553,1.070893,1.070893,0
2024-02-15,1.073215,1.078632,1.072524,1.073215,1.073215,0
2024-02-16,1.077389,1.078051,1.073445,1.077389,1.077389,0
2024-02-19,1.078446,1.078981,1.076299,1.078493,1.078493,0
2024-02-20,1.077540,1.083858,1.076252,1.077540,1.077540,0
2024-02-21,1.081315,1.082251,1.079191,1.081315,1.081315,0
2024-02-22,1.082040,1.088625,1.080509,1.082040,1.082040,0
2024-02-23,1.082567,1.083940,1.081373,1.082567,1.082567,0
2024-02-26,1.081958,1.085906,1.081338,1.082005,1.082005,0
2024-02-27,1.085093,1.086614,1.083365,1.085093,1.085093,0
2024-02-28,1.084481,1.084716,1.079867,1.084481,1.084481,0
2024-02-29,1.083882,1.085588,1.080567,1.083882,1.083882,0
2024-03-01,1.080497,1.084152,1.079925,1.080497,1.080497,0
2024-03-04,1.084269,1.086649,1.083858,1.084269,1.084269,0
2024-03-05,1.085517,1.087536,1.084269,1.085517,1.085517,0
2024-03-06,1.085600,1.091405,1.084293,1.085600,1.085600,0
2024-03-07,1.089954,1.094092,1.086933,1.089954,1.089954,0
2024-03-08,1.095014,1.097803,1.092705,1.095014,1.095014,0
2024-03-11,1.094296,1.095050,1.091465,1.094296,1.094296,0
2024-03-12,1.093135,1.094212,1.090322,1.093135,1.093135,0
2024-03-13,1.092777,1.094931,1.092049,1.092777,1.092777,0
2024-03-14,1.095530,1.095470,1.088412,1.095530,1.095530,0
2024-03-15,1.088341,1.090156,1.087382,1.088341,1.088341,0
2024-03-18,1.088258,1.090750,1.088080,1.088258,1.088258,0
2024-03-19,1.087394,1.087784,1.083506,1.087394,1.087394,0
2024-03-20,1.086331,1.087429,1.083694,1.086331,1.086331,0
2024-03-21,1.093721,1.094451,1.085647,1.093721,1.093721,0
2024-03-22,1.086236,1.086957,1.080906,1.086236,1.086236,0
2024-03-25,1.080754,1.084363,1.080264,1.080754,1.080754,0
2024-03-26,1.083823,1.086413,1.082603,1.083823,1.083823,0
2024-03-27,1.083236,1.083929,1.081175,1.083236,1.083236,0
2024-03-28,1.081338,1.082837,1.077551,1.081338,1.081338,0
2024-03-29,1.079447,1.080731,1.076890,1.079447,1.079447,0
2024-04-01,1.079273,1.080147,1.073157,1.079273,1.079273,0
2024-04-02,1.073722,1.077877,1.072536,1.073722,1.073722,0
2024-04-03,1.076855,1.083189,1.076473,1.076855,1.076855,0
2024-04-04,1.083835,1.087583,1.083506,1.083835,1.083835,0
2024-04-05,1.083705,1.084846,1.079168,1.083705,1.083705,0
2024-04-08,1.083048,1.085835,1.082157,1.083048,1.083048,0
2024-04-09,1.086366,1.088850,1.084987,1.086366,1.086366,0
2024-04-10,1.085930,1.086838,1.073376,1.085930,1.085930,0
2024-04-11,1.074172,1.075581,1.070045,1.074172,1.074172,0
2024-04-12,1.072685,1.072961,1.062372,1.072685,1.072685,0
2024-04-15,1.064963,1.066553,1.062361,1.064963,1.064963,0
2024-04-16,1.062575,1.065405,1.060412,1.062575,1.062575,0
2024-04-17,1.062146,1.065269,1.060817,1.062146,1.062146,0
2024-04-18,1.066940,1.069176,1.064781,1.066940,1.066940,0
2024-04-19,1.064419,1.068034,1.061177,1.064419,1.064419,0
2024-04-22,1.065780,1.067122,1.062507,1.065825,1.065825,0
2024-04-23,1.065405,1.070996,1.063932,1.065405,1.065405,0
2024-04-24,1.070435,1.071582,1.067920,1.070435,1.070435,0
2024-04-25,1.069988,1.073192,1.067874,1.069988,1.069988,0
2024-04-26,1.072961,1.075292,1.067555,1.072961,1.072961,0
2024-04-29,1.070687,1.073537,1.069096,1.070687,1.070687,0
2024-04-30,1.071570,1.073653,1.068433,1.071570,1.071570,0
2024-05-01,1.066655,1.068867,1.065008,1.066655,1.066655,0
2024-05-02,1.072156,1.073076,1.067578,1.072156,1.072156,0
2024-05-02,1.071582,1.073998,1.067806,1.072846,1.072846,0
